time,A0912_j0,A0912_j1,A0912_j2,A0912_j3,A0912_j4,A0912_j5,A0912_X,A0912_Y,A0912_Z,A0912_Rx,A0912_Ry,A0912_Rz,A0912_solutionspace,M1013_j0,M1013_j1,M1013_j2,M1013_j3,M1013_j4,M1013_j5,M1013_X,M1013_Y,M1013_Z,M1013_Rx,M1013_Ry,M1013_Rz,M1013_solutionspace,Switch
2025-04-03T19:46:18.365592Z,,,,,,,,,,,,,,,,,,,,372.06,22.3,395.44,1.36,170.0,-178.88,,
2025-04-03T19:46:18.364101Z,,,,,,,533.49,-52.65,308.21,10.95,71.09,24.37,,,,,,,,,,,,,,,
2025-04-03T19:46:18.315419Z,,,,,,,,,,,,,,,,129.81,,-54.82,,372.35,8.23,395.05,179.21,-170.05,1.13,,
2025-04-03T19:46:18.313575Z,,,,,,,534.34,-53.67,306.7,10.21,71.83,24.69,,,,,,,,,,,,,,,
2025-04-03T19:46:18.265274Z,,,,,,,,,,,,,,,,,,,,371.93,-9.72,394.5,176.46,-170.11,1.15,,
2025-04-03T19:46:18.263416Z,-15.45,,,-23.35,-80.93,,535.3,-54.88,304.84,9.36,72.73,25.06,,,,,,,,,,,,,,,
2025-04-03T19:46:18.214620Z,,,,,,,,,,,,,,,-14.55,,,-54.87,,370.4,-31.9,394.17,173.05,-170.17,1.17,,
2025-04-03T19:46:18.211878Z,-15.29,,,-21.75,-77.66,,536.73,-56.74,301.65,8.1,74.27,25.59,,,,,,,,,,,,,,,
2025-04-03T19:46:18.164271Z,,,,,,,,,,,,,,,,,,,,365.68,-65.36,394.04,167.88,-170.27,1.21,,
2025-04-03T19:46:18.161753Z,,,,,,,538.82,-59.05,296.01,6.33,76.95,26.35,,,,,,,,,,,,,,,
2025-04-03T19:46:18.112619Z,,,,,,,,,,,,,,,-14.56,129.9,,,,,,,,,,,
2025-04-03T19:46:18.108443Z,,,,-20.19,-74.08,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:18.062426Z,,,,,,,,,,,,,,,-14.49,129.91,,,,356.5,-104.42,393.92,161.69,-170.3,1.22,,
2025-04-03T19:46:18.058313Z,,,,,,,540.75,-62.28,289.03,4.34,80.24,27.16,,,,,,,,,,,,,,,
2025-04-03T19:46:18.012228Z,,,,,,,,,,,,,,,,,,,,351.33,-121.5,393.48,158.97,-170.37,1.25,,
2025-04-03T19:46:18.007939Z,,,,,,,541.52,-64.53,285.03,3.27,82.11,27.57,,,,,,,,,,,,,,,
2025-04-03T19:46:17.961823Z,,,,,,,,,,,,,,,,,,,,347.32,-133.97,393.12,156.99,-170.43,1.27,,
2025-04-03T19:46:17.957667Z,,,133.23,-18.57,-69.93,,542.03,-66.31,281.72,2.43,83.66,27.88,,,,,,,,,,,,,,,
2025-04-03T19:46:17.911667Z,,,,,,,,,,,,,,,-14.09,129.66,,,,342.75,-148.71,393.08,154.66,-170.48,1.29,,
2025-04-03T19:46:17.907559Z,,,133.18,-16.77,-65.16,,542.7,-68.88,276.95,1.25,85.91,28.31,,,,,,,,,,,,,,,
2025-04-03T19:46:17.861335Z,,,,,,,,,,,,,,,,,,,,332.13,-183.52,393.55,149.33,-170.61,1.34,,
2025-04-03T19:46:17.857364Z,,,,,,,543.45,-72.14,271.2,179.8,-88.68,-151.16,,,,,,,,,,,,,,,
2025-04-03T19:46:17.811221Z,,,,,,,,,,,,,,,-13.3,129.06,,,,327.56,-197.83,393.42,147.21,-170.73,1.38,,
2025-04-03T19:46:17.807136Z,,,,-14.73,-59.75,,543.76,-74.42,266.96,178.79,-90.72,-150.79,,,,,,,,,,,,,,,
2025-04-03T19:46:17.761108Z,,,,,,,,,,,,,,,,,,,,324.17,-208.52,393.27,145.67,-170.83,1.43,,
2025-04-03T19:46:17.756997Z,,,,,,,543.58,-77.15,261.17,177.54,-93.43,-150.33,,,,,,,,,,,,,,,
2025-04-03T19:46:17.710394Z,,,,,,,,,,,,,,,-12.17,128.31,,,,319.99,-221.93,392.92,143.8,-171.0,1.49,,
2025-04-03T19:46:17.706883Z,,,,,,,542.79,-80.12,254.14,176.15,-96.69,-149.81,,,,,,,,,,,,,,,
2025-04-03T19:46:17.660237Z,,,,,,,,,,,,,,,,,,,,314.69,-241.07,392.94,141.26,-171.19,1.57,,
2025-04-03T19:46:17.656179Z,,,,-12.65,-53.85,,541.71,-82.57,247.93,174.97,-99.6,-149.36,,,,,,,,,,,,,,,
2025-04-03T19:46:17.610059Z,,,,,,,,,,,,,,,-10.99,127.27,,,,311.06,-262.6,395.67,138.64,-171.11,1.53,,
2025-04-03T19:46:17.605611Z,,,,-10.56,-47.82,,540.62,-84.36,243.09,174.08,-101.87,-149.01,,,,,,,,,,,,,,,
2025-04-03T19:46:17.559918Z,,,,,,,,,,,,,,,,,,,,311.32,-272.43,399.58,137.56,-170.77,1.39,,
2025-04-03T19:46:17.555487Z,,,,,,,538.46,-86.89,235.48,172.77,-105.5,-148.48,,,,,,,,,,,,,,,
2025-04-03T19:46:17.509797Z,,,,,,,,,,,,,,,-10.17,125.9,,,,,,,,,,,
2025-04-03T19:46:17.505324Z,-15.13,,,-8.6,-41.86,,537.02,-88.16,231.23,172.07,-107.55,-148.2,,,,,,,,,,,,,,,
2025-04-03T19:46:17.459418Z,,,,,,,,,,,,,,,,,,,,313.14,-279.22,404.24,136.93,-170.32,1.22,,
2025-04-03T19:46:17.454568Z,,,,,,,534.56,-89.86,224.92,171.08,-110.63,-147.77,,,,,,,,,,,,,,,
2025-04-03T19:46:17.409298Z,,,,,,,,,,,,,,,-9.84,124.82,,,,316.5,-283.87,410.07,136.62,-169.73,1.01,,
2025-04-03T19:46:17.403914Z,,,,,,,531.07,-91.76,217.39,169.96,-114.4,-147.28,,,,,,,,,,,,,,,
2025-04-03T19:46:17.353357Z,-15.18,,,-6.77,-35.84,,528.12,-93.04,211.87,169.19,-117.24,-146.94,,,,,,,,,,,,,,,
2025-04-03T19:46:17.309034Z,,,,,,,,,,,,,,,,124.32,,,,317.61,-285.06,411.85,136.56,-169.54,0.95,,
2025-04-03T19:46:17.303257Z,,,,,,,525.91,-93.95,208.15,168.69,-119.19,-146.72,,,,,,,,,,,,,,,
2025-04-03T19:46:17.258846Z,,,,,,,,,,,,,,,,,,,,,,412.14,,,,,
2025-04-03T19:46:17.253005Z,,,,-5.2,-29.6,,523.25,-94.71,203.94,168.18,-121.44,-146.48,,,,,,,,,,,,,,,
2025-04-03T19:46:17.208676Z,,,,,,,,,,,,,,,,,,,,317.78,-285.24,412.15,,-169.51,,,
2025-04-03T19:46:17.202803Z,,,,,,,520.02,-94.92,199.11,167.7,-124.1,-146.25,,,,,,,,,,,,,,,
2025-04-03T19:46:17.158373Z,,,,,,,,,,,,,,,,,,,,317.77,-285.22,412.13,136.55,,,,
2025-04-03T19:46:17.152662Z,,,,-4.2,-23.09,,513.44,-94.59,190.38,167.07,-129.13,-146.01,,,,,,,,,,,,,,,
2025-04-03T19:46:17.108002Z,,,,,,,,,,,,,,,,124.31,,,,317.75,-285.2,412.09,,,0.94,,
2025-04-03T19:46:17.102427Z,,,,,-16.25,,507.79,-93.79,183.88,166.76,-133.13,-146.04,,,,,,,,,,,,,,,
2025-04-03T19:46:17.006920Z,,,,,,,,,,,,,,,,,,,,317.69,,,136.56,,0.95,,
2025-04-03T19:46:17.001780Z,,,,,-9.19,,496.82,-91.87,173.4,166.3,-140.19,-146.36,,,,,,,,,,,,,,,
2025-04-03T19:46:16.956584Z,,,,,,,,,,,,,,,-9.74,124.33,-179.27,-54.96,,317.67,-285.15,412.04,,,,,
2025-04-03T19:46:16.951256Z,,,,,,,490.26,-90.68,168.24,165.99,-144.08,-146.61,,,,,,,,,,,,,,,
2025-04-03T19:46:16.906167Z,,,,,,,,,,,,,,,,,,,,317.64,-285.2,412.03,136.55,,,,
2025-04-03T19:46:16.900665Z,,,133.1,,-2.21,,484.34,-89.59,164.16,165.67,-147.44,-146.87,,,,,,,,,,,,,,,
2025-04-03T19:46:16.855915Z,,,,,,,,,,,,,,,,124.3,,,,317.65,-285.3,412.05,136.54,-169.52,0.94,,
2025-04-03T19:46:16.850358Z,,,,,,,478.05,-88.41,160.35,165.27,-150.88,-147.21,,,,,,,,,,,,,,,
2025-04-03T19:46:16.805555Z,,,,,,,,,,,,,,,,,,,,317.78,-285.49,412.3,136.52,-169.49,0.93,,
2025-04-03T19:46:16.800207Z,,,133.13,,4.55,,471.97,-87.25,157.14,164.82,-154.06,-147.61,,,,,,,,,,,,,,,
2025-04-03T19:46:16.754446Z,,,,,,,,,,,,,,,-9.73,124.27,-179.28,-54.95,,317.8,-285.56,,136.51,-169.48,,,
2025-04-03T19:46:16.749555Z,,,,,,,464.87,-85.86,153.88,164.2,-157.56,-148.18,,,,,,,,,,,,,,,
2025-04-03T19:46:16.704107Z,,,,,,,,,,,,,,,,,,,,317.81,-285.59,412.36,136.5,-169.49,0.92,,
2025-04-03T19:46:16.699402Z,,,133.27,,10.91,,459.34,-84.75,151.66,163.6,-160.17,-148.74,,,,,,,,,,,,,,,
2025-04-03T19:46:16.653858Z,,,,,,,,,,,,,,,-9.93,124.45,-179.27,-54.97,,317.57,-283.98,411.99,136.65,-169.52,0.94,,
2025-04-03T19:46:16.648944Z,,,,,,,450.36,-82.91,148.54,162.34,-164.15,-149.94,,,,,,,,,,,,,,,
2025-04-03T19:46:16.603678Z,,,,,,,,,,,,,,,,,,,,317.0,-282.53,412.83,136.69,-169.39,0.91,,
2025-04-03T19:46:16.598173Z,,,133.42,,16.65,,444.13,-81.61,146.72,161.07,-166.83,-151.17,,,,,,,,,,,,,,,
2025-04-03T19:46:16.553353Z,,,,,,,,,,,,,,,-11.28,124.67,-179.28,-54.8,,316.28,-278.75,416.76,136.81,-168.78,0.74,,
2025-04-03T19:46:16.547913Z,,,,,,,437.93,-80.35,145.35,158.99,-169.67,-153.21,,,,,,,,,,,,,,,
2025-04-03T19:46:16.503220Z,,,,,,,,,,,,,,,,,,,,316.17,-271.13,421.03,137.39,-168.12,0.61,,
2025-04-03T19:46:16.497742Z,,,133.44,,21.88,,432.88,-79.33,144.51,156.17,-172.0,-155.99,,,,,,,,,,,,,,,
2025-04-03T19:46:16.453090Z,,,,,,,,,,,,,,,,,,,,315.22,-253.46,425.29,141.88,-168.98,3.86,,
2025-04-03T19:46:16.447549Z,,,,,,,427.69,-78.26,143.87,150.9,-174.35,-161.22,,,,,,,,,,,,,,,
2025-04-03T19:46:16.402919Z,,,,,,,,,,,,,,,-14.47,125.63,-177.64,-58.99,,314.22,-233.97,430.54,148.19,-169.8,8.76,,
2025-04-03T19:46:16.397071Z,,18.88,,,26.89,,422.58,-77.23,143.48,138.68,-176.57,-173.41,,,,,,,,,,,,,,,
2025-04-03T19:46:16.352554Z,,,,,,,,,,,,,,,-17.31,125.9,-176.2,-62.42,-2.69,313.6,-204.14,441.2,158.61,-170.31,16.63,,
2025-04-03T19:46:16.346517Z,,,,,,,417.13,-76.11,143.3,92.5,-178.25,140.45,,,,,,,,,,,,,,,
2025-04-03T19:46:16.302421Z,,,,,,,,,,,,,,,,,,,,313.48,-187.47,448.07,163.45,-170.36,19.71,,
2025-04-03T19:46:16.296074Z,-15.29,18.84,133.45,-3.98,31.75,,412.78,-75.22,143.42,35.01,-177.66,82.99,,,,,,,,,,,,,,,
2025-04-03T19:46:16.252270Z,,,,,,,,,,,,,,,-19.56,125.93,-175.92,-64.75,,312.97,-171.16,454.68,166.83,-170.35,21.12,,
2025-04-03T19:46:16.244449Z,,,,,,,407.58,-74.14,143.87,11.11,-175.6,59.12,,,,,,,,,,,,,,,
2025-04-03T19:46:16.201622Z,,,,,,,,,,,,,,,,,,,,312.05,-158.99,459.74,168.63,-170.34,21.33,,
2025-04-03T19:46:16.193450Z,,,,,,,398.6,-72.27,146.16,179.9,171.61,-131.97,,,,,,,,,,,,,,,
2025-04-03T19:46:16.151037Z,,,,,,,,,,,,,,,-21.46,125.94,,-65.96,,310.6,-144.32,465.9,170.16,-170.11,20.89,,
2025-04-03T19:46:16.143071Z,-15.3,18.61,133.46,-3.91,36.69,,393.05,-70.93,147.91,177.02,169.49,-134.69,,,,,,,,,,,,,,,
2025-04-03T19:46:16.100862Z,,,,,,,,,,,,,,,,,,,,309.51,-133.73,470.85,170.72,-169.68,19.97,,
2025-04-03T19:46:16.092569Z,,18.18,132.18,,41.53,,392.63,-70.85,150.12,176.11,168.63,-135.49,,,,,,,,,,,,,,,
2025-04-03T19:46:16.050458Z,,,,,,,,,,,,,,,-22.82,124.96,-175.91,,,309.69,-125.68,477.73,170.3,-168.84,18.3,,
2025-04-03T19:46:16.042354Z,,,,,,,399.9,-73.06,156.69,175.95,167.94,-135.58,,,,,,,,,,,,,,,
2025-04-03T19:46:15.992207Z,,,,,,,411.78,-76.64,167.79,175.79,166.95,-135.65,,,,,,,,,,,,,,,
2025-04-03T19:46:15.950125Z,,,,,,,,,,,,,,,-23.49,122.94,,,,313.41,-116.51,498.41,168.48,-166.46,14.7,,
2025-04-03T19:46:15.942053Z,,17.85,129.43,,46.06,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:15.899953Z,,,,,,,,,,,,,,,,,,,,318.41,-114.19,516.16,167.3,-164.64,12.71,,
2025-04-03T19:46:15.891411Z,,17.6,127.12,,50.05,,423.87,-80.3,180.27,175.54,165.76,-135.79,,,,,,,,,,,,,,,
2025-04-03T19:46:15.849113Z,,,,,,,,,,,,,,,-23.57,121.08,,,,321.13,-114.09,525.04,166.77,-163.77,11.93,,
2025-04-03T19:46:15.841274Z,,,,,,,430.67,-82.36,187.86,175.35,164.98,-135.91,,,,,,,,,,,,,,,
2025-04-03T19:46:15.798669Z,,,,,,,,,,,,,,,,,,,,324.24,-114.95,533.94,166.23,-162.94,11.25,,
2025-04-03T19:46:15.791064Z,,17.37,125.14,,53.37,,437.08,-84.3,195.31,175.19,164.28,,,,,,,,,,,,,,,,
2025-04-03T19:46:15.748502Z,,,,,,,,,,,,,,,-22.79,120.0,,,,327.85,-116.61,538.04,166.06,-162.68,11.05,,
2025-04-03T19:46:15.740929Z,,,,,,,441.42,-85.59,200.6,175.15,163.91,-136.0,,,,,,,,,,,,,,,
2025-04-03T19:46:15.698345Z,,,,,,,,,,,,,,,,,,,,333.21,-119.26,537.86,166.28,-162.98,11.28,,
2025-04-03T19:46:15.690730Z,-15.31,16.79,123.18,-3.7,55.63,,447.66,-87.42,208.25,175.27,163.81,-135.82,,,,,,,,,,,,,,,
2025-04-03T19:46:15.648035Z,,,,,,,,,,,,,,,-20.85,119.62,,,,338.9,-122.1,534.63,166.77,-163.61,11.79,,
2025-04-03T19:46:15.639998Z,,,,,,,455.03,-89.5,218.0,175.76,164.31,-135.28,,,,,,,,,,,,,,,
2025-04-03T19:46:15.597282Z,,,,,,,,,,,,,,,,,,,,344.75,-125.03,529.53,167.48,-164.45,12.53,,
2025-04-03T19:46:15.589248Z,-15.26,15.52,120.89,,56.76,,462.63,-91.44,228.84,176.61,165.3,-134.39,,,,,,,,,,,,,,,
2025-04-03T19:46:15.546993Z,,,,,,,,,,,,,,,,,,,,350.14,-127.73,524.14,168.28,-165.28,13.36,,
2025-04-03T19:46:15.539124Z,,,,,,,473.7,-94.05,244.9,178.42,167.18,-132.54,,,,,,,,,,,,,,,
2025-04-03T19:46:15.496580Z,,,,,,,,,,,,,,,-18.23,119.51,,,,363.4,-134.35,510.2,170.75,-167.37,15.9,,
2025-04-03T19:46:15.489009Z,-15.14,13.83,117.98,-3.69,57.0,,483.2,-96.15,258.92,0.8,-169.02,49.84,,,,,,,,,,,,,,,
2025-04-03T19:46:15.445951Z,,,,,,,,,,,,,,,-15.25,119.27,,,,370.26,-137.73,503.1,172.33,-168.4,17.51,,
2025-04-03T19:46:15.437975Z,,,,,,,492.99,-98.33,273.8,4.42,-170.99,53.47,,,,,,,,,,,,,,,
2025-04-03T19:46:15.395702Z,,,,,,,,,,,,,,,,,,,,379.32,-142.09,494.09,174.78,-169.69,19.98,,
2025-04-03T19:46:15.387750Z,,12.23,114.85,-3.86,,,506.27,-101.97,295.57,13.96,-173.64,63.01,,,,,,,,,,,,,,,
2025-04-03T19:46:15.345219Z,,,,,,,,,,,,,,,,,,,,387.3,-145.94,486.78,177.27,-170.71,22.49,,
2025-04-03T19:46:15.337654Z,,,,,,,515.7,-104.67,311.86,27.59,-175.33,76.64,,,,,,,,,,,,,,,
2025-04-03T19:46:15.295084Z,,,,,,,,,,,,,,,-12.08,118.67,,,,394.53,-149.49,480.68,179.78,-171.55,25.03,,
2025-04-03T19:46:15.287106Z,,11.41,112.89,,,,522.26,-106.64,323.4,43.97,-176.2,93.0,,,,,,,,,,,,,,,
2025-04-03T19:46:15.244940Z,,,,,,,,,,,,,,,-9.0,117.77,,-66.07,,410.57,-157.42,468.18,6.7,173.17,-148.01,,
2025-04-03T19:46:15.236785Z,,,,,,,526.02,-107.71,330.32,56.68,-176.55,105.72,,,,,,,,,,,,,,,
2025-04-03T19:46:15.194846Z,,,,,,,,,,,,,,,,,,,,419.85,-162.03,461.91,11.46,173.93,-143.22,,
2025-04-03T19:46:15.186078Z,,11.24,112.43,,,,527.49,-108.1,332.99,62.11,-176.64,111.15,,,,,,,,,,,,,,,
2025-04-03T19:46:15.144691Z,,,,,,,,,,,,,,,-6.47,116.83,,-66.09,,428.47,-166.31,456.27,16.72,174.55,-137.94,,
2025-04-03T19:46:15.135239Z,,,,,,,528.33,-108.32,334.42,65.12,-176.67,114.18,,,,,,,,,,,,,,,
2025-04-03T19:46:15.094536Z,,,,,,,,,,,,,,,,,,,,434.94,-169.53,451.53,21.81,175.0,-132.83,,
2025-04-03T19:46:15.084810Z,,,,,,,528.53,-108.38,334.9,66.12,,115.17,,,,,,,,,,,,,,,
2025-04-03T19:46:15.044172Z,,,,,,,,,,,,,,,-4.88,116.23,,-66.1,,440.48,-172.28,447.44,26.81,175.34,-127.8,,
2025-04-03T19:46:15.031243Z,,,,,,,,-108.41,335.16,,,115.69,,,,,,,,,,,,,,,
2025-04-03T19:46:14.994016Z,,,,,,,,,,,,,,,-4.24,115.93,,-66.13,,443.37,-173.72,445.59,29.33,175.49,-125.28,,
2025-04-03T19:46:14.980964Z,,,,,,,,-108.44,,66.64,,115.7,,,,,,,,,,,,,,,
2025-04-03T19:46:14.943732Z,,,,,,,,,,,,,,,,,,,,446.67,-175.37,443.59,32.49,175.64,-122.11,,
2025-04-03T19:46:14.929786Z,,,,,,,,,335.17,66.65,,115.71,,,,,,,,,,,,,,,
2025-04-03T19:46:14.893615Z,,,,,,,,,,,,,,,-4.12,115.86,,,,,,,,,,,
2025-04-03T19:46:14.792656Z,,,,,,,,,,,,,,,,,,,,447.87,-175.98,443.21,33.27,,-121.33,,
2025-04-03T19:46:14.779135Z,,,,,,,,,,66.67,,115.73,,,,,,,,,,,,,,,
2025-04-03T19:46:14.742543Z,,,,,,,,,,,,,,,,,,,,447.88,,443.2,33.29,,-121.31,,
2025-04-03T19:46:14.728974Z,,,,,,,,-108.45,335.18,66.68,,115.74,,,,,,,,,,,,,,,
2025-04-03T19:46:14.678755Z,,,,,,,,,,,,115.75,,,,,,,,,,,,,,,
2025-04-03T19:46:14.642277Z,,,,,,,,,,,,,,,,,,,,447.89,,443.19,33.3,,-121.3,,
2025-04-03T19:46:14.590525Z,,,,,,,,,,,,,,,,,,,,447.88,,,,,,,
2025-04-03T19:46:14.578322Z,,,,,,,,,,66.69,,,,,,,,,,,,,,,,,
2025-04-03T19:46:14.539479Z,,,,,,,,,,,,,,,,,,,,447.89,,,,,,,
2025-04-03T19:46:14.477867Z,,,,,,,,-108.47,,66.7,,,,,,,,,,,,,,,,,
2025-04-03T19:46:14.377048Z,,,,,,,,-108.46,,66.69,,,,,,,,,,,,,,,,,
2025-04-03T19:46:14.338317Z,,,,,,,,,,,,,,,,,,,,,,,33.29,,,,
2025-04-03T19:46:14.226218Z,,,,,,,,,,,-176.68,,,,,,,,,,,,,,,,
2025-04-03T19:46:14.137154Z,,,,,,,,,,,,,,,,,,,,,,,,,-121.31,,
2025-04-03T19:46:14.024943Z,,,,,,,,-108.45,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.885109Z,,,,,,,,,,,,,,,,,,,,,-175.99,,,,,,
2025-04-03T19:46:13.874091Z,-15.12,,,,,,,,,,-176.69,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.834562Z,,,,,,,,,,,,,,,,,,,,447.88,-175.98,443.2,33.28,,-121.32,,
2025-04-03T19:46:13.823237Z,,,,,,,,-108.44,,66.7,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.784197Z,,,,,,,,,,,,,,,,,,,,,,443.19,33.3,,-121.3,,
2025-04-03T19:46:13.773066Z,,,,,,,528.59,-108.46,,66.69,,115.76,,,,,,,,,,,,,,,
2025-04-03T19:46:13.734021Z,,,,,,,,,,,,,,,,,,,,447.89,-175.99,443.17,33.32,,-121.27,,
2025-04-03T19:46:13.683910Z,,,,,,,,,,,,,,,,,,,,447.9,,443.16,33.34,,-121.25,,
2025-04-03T19:46:13.672010Z,,,,,,,,,335.19,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.633649Z,,,,,,,,,,,,,,,,,,,,,,443.15,33.35,,-121.24,,
2025-04-03T19:46:13.621170Z,,,,,,,,,,,,115.75,,,,,,,,,,,,,,,
2025-04-03T19:46:13.582567Z,,,,,,,,,,,,,,,,,,,,,,443.14,,,-121.23,,
2025-04-03T19:46:13.532355Z,,,,,,,,,,,,,,,,,,,,447.91,,443.15,33.36,,-121.24,,
2025-04-03T19:46:13.482140Z,,,,,,,,,,,,,,,,,,,,,-176.0,443.16,33.35,,-121.25,,
2025-04-03T19:46:13.470242Z,,,,,,,,,,66.68,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.431333Z,,,,,,,,,,,,,,,,,,,,447.9,,443.17,33.32,,-121.27,,
2025-04-03T19:46:13.381097Z,,,,,,,,,,,,,,,,,,,,,,443.18,33.31,,-121.29,,
2025-04-03T19:46:13.330749Z,,,,,,,,,,,,,,,,,,,,447.89,,,,,,,
2025-04-03T19:46:13.319824Z,,,,,,,,-108.5,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.280473Z,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,
2025-04-03T19:46:13.269659Z,,,,,,,528.58,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:13.169384Z,,,,,,,,,,,,115.74,,,,,,,,,,,,,,,
2025-04-03T19:46:13.029366Z,,,,,,,,,,,,,,,-4.11,,,,,,,443.19,,,-121.3,,
2025-04-03T19:46:12.979194Z,,,,,,,,,,,,,,,,,,,,,-175.99,,,,,,
2025-04-03T19:46:12.767305Z,-15.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:46:12.314632Z,,,,,,,,,335.18,66.67,,,,,,,,,,,,,,,,,
2025-04-03T19:45:58.913651Z,,,,,,,,,,,,,,,,115.85,,,,,,,,,,,
2025-04-03T19:45:58.661392Z,,,,,,,,,,,,,,,,,,,,,,,,175.68,,,
2025-04-03T19:45:58.158110Z,,,,,,,,,,,,,,,,,-175.92,,,,,,,,,,
2025-04-03T19:45:57.554952Z,,,,,,,,,,,,,,,,,,-66.14,,,,,,,,,
2025-04-03T19:45:49.299686Z,,,,-4.03,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:45:49.199331Z,,,,,,,,,,,-176.68,,,,,,,,,,,,,,,,
2025-04-03T19:45:48.897015Z,,,112.35,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:45:48.796657Z,,,,,57.01,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:45:47.185470Z,,11.19,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03T19:32:35.952243Z,,,,,,,,,,,,,,,,,,,-2.68,,,,,,,,
2025-04-03T19:32:25.716743Z,,,,,,36.33,,,,,,,,,,,,,,,,,,,,,
